"ADDRESS_KEY"|"ADDRESS_ID"|     "ADDRESS_COMMENT"       |"ADDRESS_LINE_1"                                           |"ADDRESS_LINE_2"|"ADDRESS_LINE_3"|"ADDRESS_LINE_4"|"APARTMENT"|"BARRIO"|"BLOCK"|"POSTAL_STREET_NAME"|"POSTAL_STREET_NUMBER"|"POSTAL_TOWN"|"STREET"|"STREET_NUMBER"
2749773|2749773|"CASILLA"|"LUIS GONZALES,1256,Valparaíso"|""|"Valparaíso "|"Chile"|""|""|""|"LUIS GONZALES"|"1256"|""|"LUIS GONZALES"|"1256"
2750967|2750967|"CASILLA"|"CALLE SIETE 12,1817,Metropolitana de San"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"CALLE SIETE 12"|"1817"|""|"CALLE SIETE 12"|"1817"
2750970|2750970|"CASILLA"|"CASILLA,129,CASILLA 12,Valparaíso"|""|"Valparaíso "|"Chile"|"CASILLA 12"|""|""|"CASILLA"|"129"|""|"CASILLA"|"129"
2750973|2750973|"CASILLA"|"RIO CAUQUENES,4079,Los Lagos"|""|"Los Lagos "|"Chile"|""|""|""|"RIO CAUQUENES"|"4079"|""|"RIO CAUQUENES"|"4079"
2750976|2750976|"SANTA ELIAN L OS ANGELES"|"PARCELA L13,0,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PARCELA L13"|"0"|""|"PARCELA L13"|"0"
2750979|2750979|"CASILLA"|"LAGO LLANQUIHUE,1656,Biobío"|""|"Biobío "|"Chile"|""|""|""|"LAGO LLANQUIHUE"|"1656"|""|"LAGO LLANQUIHUE"|"1656"
2750982|2750982|"CASILLA"|"EL SANCO,1032,Biobío"|""|"Biobío "|"Chile"|""|""|""|"EL SANCO"|"1032"|""|"EL SANCO"|"1032"
2750985|2750985|"CASILLA"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, ABarrio, Metropolitana de Santiago"|""|"Valparaíso "|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1435"
2750988|2750988|"CASILLA"|"FRANSCISCO COLOANE,874,Metropolitana de "|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"FRANSCISCO COLOANE"|"874"|""|"FRANSCISCO COLOANE"|"874"
2750991|2750991|"CASILLA"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1485, 34100359, VINA DEL MAR, Metropolitana de Santiago"|""|"Valparaíso "|"Chile"|""|""|"34100359"|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1485"|""|"AVENIDA LIBERTADOR BERNARDO OHIGGINS"|"1485"
2750994|2750994|"CASILLA"|"GORBEA,2173,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"GORBEA"|"2173"|""|"GORBEA"|"2173"
2750997|2750997|"CASILLA"|"SAN CAMILO 926,0,Metropolitana de Santia"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"SAN CAMILO 926"|"0"|""|"SAN CAMILO 926"|"0"
2751000|2751000|"CASILLA"|"PASAJE EL PONCHO,2611,Metropolitana de S"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE EL PONCHO"|"2611"|""|"PASAJE EL PONCHO"|"2611"
2751003|2751003|"CASILLA"|"OHIGGINS,891,Magallanes y de la Antártic"|""|"Magallanes y de la Antártica Chilena "|"Chile"|""|""|""|"OHIGGINS"|"891"|""|"OHIGGINS"|"891"
2751006|2751006|"CASILLA"|"LOS ALAMOS,22016,Magallanes y de la Antá"|""|"Magallanes y de la Antártica Chilena "|"Chile"|""|""|""|"LOS ALAMOS"|"22016"|""|"LOS ALAMOS"|"22016"
2751009|2751009|"SANTA ELIAN L OS ANGELES"|"PARCELA L13,0,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PARCELA L13"|"0"|""|"PARCELA L13"|"0"
2751012|2751012|"CASILLA"|"COPIAPO,252,00,Biobío"|""|"Biobío "|"Chile"|"00"|""|""|"COPIAPO"|"252"|""|"COPIAPO"|"252"
2751015|2751015|"POBLACION ANGELA BASQUEZ"|"EL OLIVAR,1473,Maule"|""|"Maule "|"Chile"|""|""|""|"EL OLIVAR"|"1473"|""|"EL OLIVAR"|"1473"
2751018|2751018|"STA ROSA"|"CALLE PUNTILLA,0470,La Araucanía"|""|"La Araucanía "|"Chile"|""|""|""|"CALLE PUNTILLA"|"0470"|""|"CALLE PUNTILLA"|"0470"
2751021|2751021|"CASILLA"|"MATIAS CONCHA,40,Biobío"|""|"Biobío "|"Chile"|""|""|""|"MATIAS CONCHA"|"40"|""|"MATIAS CONCHA"|"40"
2751024|2751024|"CASILLA"|"TRONCAL,SN,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"TRONCAL"|"SN"|""|"TRONCAL"|"SN"
2751027|2751027|"CASILLA"|"Avda El Bosque Sur 90,90,Metropolitana d"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"Avda El Bosque Sur 90"|"90"|""|"Avda El Bosque Sur 90"|"90"
2751030|2751030|"CASILLA"|"DEPARTAMENTAL ORIENTE 2685,0,Metropolita"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"DEPARTAMENTAL ORIENTE 2685"|"0"|""|"DEPARTAMENTAL ORIENTE 2685"|"0"
2751033|2751033|"CASILLA"|"EL QUISCO,625,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"EL QUISCO"|"625"|""|"EL QUISCO"|"625"
2751036|2751036|"CASILLA"|"MANUEL DE SALAS,223,Metropolitana de San"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"MANUEL DE SALAS"|"223"|""|"MANUEL DE SALAS"|"223"
2751039|2751039|"CASILLA"|"LEON XIII N12640A,0,Metropolitana de San"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"LEON XIII N12640A"|"0"|""|"LEON XIII N12640A"|"0"
2751042|2751042|"VILLA SANTOS MARTINEZ"|"CALLE 2,1787,Maule"|""|"Maule "|"Chile"|""|""|""|"CALLE 2"|"1787"|""|"CALLE 2"|"1787"
2751045|2751045|"CASILLA"|"ABRANQUIL,SN,Maule"|""|"Maule "|"Chile"|""|""|""|"ABRANQUIL"|"SN"|""|"ABRANQUIL"|"SN"
2751048|2751048|"CERRO SAN FRANCISCO"|"COLLANCO,583,Biobío"|""|"Biobío "|"Chile"|""|""|""|"COLLANCO"|"583"|""|"COLLANCO"|"583"
2662551|2662551|""|"NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago"|""|"Metropolitana de Santiago 7501170"|"Chile"|""|""|""|"NORMANDIA"|"1965"|""|"NORMANDIA"|"1965"
2662951|2662951|""|"NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago"|""|"Metropolitana de Santiago 7501170"|"Chile"|""|""|""|"NORMANDIA"|"1965"|""|"NORMANDIA"|"1965"
2751840|2751840|"CASILLA"|"VILLA GALILEA A 23 SUR 324,0,Maule"|""|"Maule "|"Chile"|""|""|""|"VILLA GALILEA A 23 SUR 324"|"0"|""|"VILLA GALILEA A 23 SUR 324"|"0"
2751843|2751843|"CASILLA"|"VICUA MACKENNA,847,Biobío"|""|"Biobío "|"Chile"|""|""|""|"VICUA MACKENNA"|"847"|""|"VICUA MACKENNA"|"847"
2751846|2751846|"CASILLA"|"AV AUSTRAL,326,Lib. Gral. Bernardo O'Hig"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"AV AUSTRAL"|"326"|""|"AV AUSTRAL"|"326"
2751849|2751849|"CASILLA"|"PICHIDEGUA,753,Lib. Gral. Bernardo O'Hig"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"PICHIDEGUA"|"753"|""|"PICHIDEGUA"|"753"
2751852|2751852|"COLON HUALPEN"|"POBLACION LAMBE BLOK L DEPTO 23,BLOCKL,2"|""|"Biobío "|"Chile"|"23"|""|""|"POBLACION LAMBE BLOK L DEPTO 23"|"BLOCKL"|""|"POBLACION LAMBE BLOK L DEPTO 23"|"BLOCKL"
2751855|2751855|"CASILLA"|"GABRIELA MISTRAL,16,Biobío"|""|"Biobío "|"Chile"|""|""|""|"GABRIELA MISTRAL"|"16"|""|"GABRIELA MISTRAL"|"16"
2751858|2751858|"MULCHEN"|"MANERA,305,Biobío"|""|"Biobío "|"Chile"|""|""|""|"MANERA"|"305"|""|"MANERA"|"305"
2751861|2751861|"CASILLA"|"EL OLIVAR,1947,Lib. Gral. Bernardo O'Hig"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"EL OLIVAR"|"1947"|""|"EL OLIVAR"|"1947"
2751864|2751864|"CASILLA"|"ESMERALDA,654,Los Lagos"|""|"Los Lagos "|"Chile"|""|""|""|"ESMERALDA"|"654"|""|"ESMERALDA"|"654"
2751867|2751867|"CASILLA"|"ARMANDO MOLINA,277,Metropolitana de Sant"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"ARMANDO MOLINA"|"277"|""|"ARMANDO MOLINA"|"277"
2751870|2751870|"CASILLA"|"PEYRONET 668,0,Valparaíso"|""|"Valparaíso "|"Chile"|""|""|""|"PEYRONET 668"|"0"|""|"PEYRONET 668"|"0"
2751873|2751873|"LOS NOTROS"|"PASAJE TRES,3984,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PASAJE TRES"|"3984"|""|"PASAJE TRES"|"3984"
2751876|2751876|"POB ARAUCANIA"|"FREIRE,942,Biobío"|""|"Biobío "|"Chile"|""|""|""|"FREIRE"|"942"|""|"FREIRE"|"942"
2751879|2751879|"PARRAL DE PUREN"|"21 DEMAYO,SN,Lib. Gral. Bernardo O'Higgi"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"21 DEMAYO"|"SN"|""|"21 DEMAYO"|"SN"
2751882|2751882|"CASILLA"|"HERBOSO,787,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"HERBOSO"|"787"|""|"HERBOSO"|"787"
2751885|2751885|"CASILLA"|"AVLIBERTADOR BERNARDO OHIGGINS,1316,OF 5"|""|"Metropolitana de Santiago "|"Chile"|"OF 52"|""|""|"AVLIBERTADOR BERNARDO OHIGGINS"|"1316"|""|"AVLIBERTADOR BERNARDO OHIGGINS"|"1316"
2751888|2751888|"CASILLA"|"SAN RAFAEL LOTE,2,Lib. Gral. Bernardo O'"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"SAN RAFAEL LOTE"|"2"|""|"SAN RAFAEL LOTE"|"2"
2751891|2751891|"CASILLA"|"CASTELLON 1471 CONCEPCION,0,Biobío"|""|"Biobío "|"Chile"|""|""|""|"CASTELLON 1471 CONCEPCION"|"0"|""|"CASTELLON 1471 CONCEPCION"|"0"
2751894|2751894|"POB BALDOMERO LILLO"|"PJE TRES,2,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PJE TRES"|"2"|""|"PJE TRES"|"2"
2751897|2751897|"CASILLA"|"GARCIAS REYES,575,Metropolitana de Santi"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"GARCIAS REYES"|"575"|""|"GARCIAS REYES"|"575"
2751900|2751900|"CASILLA"|"PJE LA FUENTE,1576,Metropolitana de Sant"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PJE LA FUENTE"|"1576"|""|"PJE LA FUENTE"|"1576"
2751903|2751903|""|"PASAJE PROFESOR LUIS GALDAMEZ GALDAMEZ, 374, 33002527, PUENTE ALTO, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|"33002527"|"PASAJE PROFESOR LUIS GALDAMEZ GALDAMEZ"|"374"|""|"PASAJE PROFESOR LUIS GALDAMEZ GALDAMEZ"|"374"
2751906|2751906|"CASILLA"|"COLLICO,SN,La Araucanía"|""|"La Araucanía "|"Chile"|""|""|""|"COLLICO"|"SN"|""|"COLLICO"|"SN"
2751909|2751909|"CASILLA"|"YUMBEL,PARC35B,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"YUMBEL"|"PARC35B"|""|"YUMBEL"|"PARC35B"
2751912|2751912|"CASILLA"|"AVENIDA REGIMIENTO ARICA, 6069-205, LA SERENA, Coquimbo"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"AVENIDA REGIMIENTO ARICA"|"6069-205"|""|"AVENIDA REGIMIENTO ARICA"|"6069-205"
2751915|2751915|"CASILLA"|"AVARGAS FUNTECILLA,4427,Metropolitana de"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"AVARGAS FUNTECILLA"|"4427"|""|"AVARGAS FUNTECILLA"|"4427"
2751918|2751918|"CASILLA"|"ISLA DECEPCION,32,Metropolitana de Santi"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"ISLA DECEPCION"|"32"|""|"ISLA DECEPCION"|"32"
2753097|2753097|"CASILLA"|"PJE PAREDES,1763,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PJE PAREDES"|"1763"|""|"PJE PAREDES"|"1763"
2753100|2753100|"CASILLA"|"LO BROO,4331,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"LO BROO"|"4331"|""|"LO BROO"|"4331"
2753103|2753103|"CASILLA"|"PACOCHA,6063,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PACOCHA"|"6063"|""|"PACOCHA"|"6063"
2753106|2753106|"CASILLA"|"DRANGER,253,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"DRANGER"|"253"|""|"DRANGER"|"253"
2753109|2753109|"NO PRESENTA OTRO MOVIL"|"LOS QUILLAY DOBLE ALTO,27,Biobío"|""|"Biobío "|"Chile"|""|""|""|"LOS QUILLAY DOBLE ALTO"|"27"|""|"LOS QUILLAY DOBLE ALTO"|"27"
2753112|2753112|"CASILLA"|"SALVADOR ALLLENDE,5642,Metropolitana de "|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"SALVADOR ALLLENDE"|"5642"|""|"SALVADOR ALLLENDE"|"5642"
2753115|2753115|"POB TUCAPEL II"|"PJE EUGENIO GUERRA,0253,Tarapacá"|""|"Tarapacá "|"Chile"|""|""|""|"PJE EUGENIO GUERRA"|"0253"|""|"PJE EUGENIO GUERRA"|"0253"
2753118|2753118|"CASILLA"|"PASAJE TURIN,4309,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PASAJE TURIN"|"4309"|""|"PASAJE TURIN"|"4309"
2753121|2753121|"VILLA ALEMANA"|"CONDOMINIO LAS PALMAS CALLE PEDRO MONTT,"|""|"Valparaíso "|"Chile"|""|""|""|"CONDOMINIO LAS PALMAS CALLE PEDRO MONTT"|"0150"|""|"CONDOMINIO LAS PALMAS CALLE PEDRO MONTT"|"0150"
2753124|2753124|"NO PRESENTA OTRO MOVIL"|"KUNZA,10115,Antofagasta"|""|"Antofagasta "|"Chile"|""|""|""|"KUNZA"|"10115"|""|"KUNZA"|"10115"
2753127|2753127|"VILLA SUIZA"|"8 PONIENTE 4 NORTE,10,Maule"|""|"Maule "|"Chile"|""|""|""|"8 PONIENTE 4 NORTE"|"10"|""|"8 PONIENTE 4 NORTE"|"10"
2753130|2753130|"FLORESTA DOS"|"PASAJE NUEVE,5413,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PASAJE NUEVE"|"5413"|""|"PASAJE NUEVE"|"5413"
2753133|2753133|"CASILLA"|"HUANCALLAO,2617,Metropolitana de Santiag"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"HUANCALLAO"|"2617"|""|"HUANCALLAO"|"2617"
2753136|2753136|"CASILLA"|"CARLOS VALENCIA,6070,Metropolitana de Sa"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"CARLOS VALENCIA"|"6070"|""|"CARLOS VALENCIA"|"6070"
2753139|2753139|"CASILLA"|"COLON,450,Valparaíso"|""|"Valparaíso "|"Chile"|""|""|""|"COLON"|"450"|""|"COLON"|"450"
2753142|2753142|"PLACILLA DE PEUELAS"|"CALLE TERCERA,947,Valparaíso"|""|"Valparaíso "|"Chile"|""|""|""|"CALLE TERCERA"|"947"|""|"CALLE TERCERA"|"947"
2753145|2753145|"CASILLA"|"LOS OLMOS,4050,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"LOS OLMOS"|"4050"|""|"LOS OLMOS"|"4050"
2753148|2753148|"CASILLA"|"EL ATOMO,1707,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"EL ATOMO"|"1707"|""|"EL ATOMO"|"1707"
2753151|2753151|"CASILLA"|"EMILIA TELLEZ,5055,Metropolitana de Sant"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"EMILIA TELLEZ"|"5055"|""|"EMILIA TELLEZ"|"5055"
2753154|2753154|"CASA 11"|"SANTA ELVIRA,530,Metropolitana de Santia"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"SANTA ELVIRA"|"530"|""|"SANTA ELVIRA"|"530"
2753157|2753157|"CASILLA"|"ALCINO SUR 134,0,Metropolitana de Santia"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"ALCINO SUR 134"|"0"|""|"ALCINO SUR 134"|"0"
2753160|2753160|"CASILLA"|"SANTOS DUMONTT,1062,Metropolitana de San"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"SANTOS DUMONTT"|"1062"|""|"SANTOS DUMONTT"|"1062"
2753163|2753163|"CASILLA"|"CAPITAN ERMENDINGER,9361,Metropolitana d"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"CAPITAN ERMENDINGER"|"9361"|""|"CAPITAN ERMENDINGER"|"9361"
2753166|2753166|"CASILLA"|"SARITA GAJARDO PSJE LA ROTONDO,1732,Biob"|""|"Biobío "|"Chile"|""|""|""|"SARITA GAJARDO PSJE LA ROTONDO"|"1732"|""|"SARITA GAJARDO PSJE LA ROTONDO"|"1732"
2753169|2753169|"POBLACION SAN PABLO"|"ARISTOTELES CORVALAN,2901,Maule"|""|"Maule "|"Chile"|""|""|""|"ARISTOTELES CORVALAN"|"2901"|""|"ARISTOTELES CORVALAN"|"2901"
2753172|2753172|"NO PRESENTA"|"TLENTARU,2141,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"TLENTARU"|"2141"|""|"TLENTARU"|"2141"
2753178|2753178|"CASA 6550"|"PAJSE 35,0,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PAJSE 35"|"0"|""|"PAJSE 35"|"0"
2754414|2754414|"CASILLA"|"HAMBURGO, 165, NUNOA, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"HAMBURGO"|"165"|""|"HAMBURGO"|"165"
2754429|2754429|"HOSPITAL DE LOTA"|"POBLACION SAN MARTIN CALE LAUTARO 788,78"|""|"Biobío "|"Chile"|""|""|""|"POBLACION SAN MARTIN CALE LAUTARO 788"|"788"|""|"POBLACION SAN MARTIN CALE LAUTARO 788"|"788"
2754435|2754435|"PUEBLO SECO"|"LOS GERANIOS,382,Biobío"|""|"Biobío "|"Chile"|""|""|""|"LOS GERANIOS"|"382"|""|"LOS GERANIOS"|"382"
2754441|2754441|"CASILLA"|"GENERAL,0159,Atacama"|""|"Atacama "|"Chile"|""|""|""|"GENERAL"|"0159"|""|"GENERAL"|"0159"
2754447|2754447|"CASILLA"|"AV SANTA MARIA,349,depto13,Metropolitana"|""|"Metropolitana de Santiago "|"Chile"|"depto13"|""|""|"AV SANTA MARIA"|"349"|""|"AV SANTA MARIA"|"349"
2754453|2754453|"CASILLA"|"AVENIDA INDEPENDENCIA, 1108, 1108, 31600242, INDEPENDENCIA, Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|"1108"|""|"31600242"|"AVENIDA INDEPENDENCIA"|"1108"|""|"AVENIDA INDEPENDENCIA"|"1108"
2754462|2754462|"CASILLA"|"BENJAMIN LABBE,98I,Metropolitana de Sant"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"BENJAMIN LABBE"|"98I"|""|"BENJAMIN LABBE"|"98I"
2754474|2754474|"NO TIENE"|"RIO BIO BIO 3,0,Biobío"|""|"Biobío "|"Chile"|""|""|""|"RIO BIO BIO 3"|"0"|""|"RIO BIO BIO 3"|"0"
2754477|2754477|"VILLA VENUSBOCA SUR VIEJO"|"PASAJE 3,144,Biobío"|""|"Biobío "|"Chile"|""|""|""|"PASAJE 3"|"144"|""|"PASAJE 3"|"144"
2754480|2754480|"SANTIAGO CENTRO"|"GAY,2440,DP 637,Metropolitana de Santiag"|""|"Metropolitana de Santiago "|"Chile"|"DP 637"|""|""|"GAY"|"2440"|""|"GAY"|"2440"
2754483|2754483|"91685073 MOVISTAR"|"PASAJE LOS BOTEROS,313,Metropolitana de "|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE LOS BOTEROS"|"313"|""|"PASAJE LOS BOTEROS"|"313"
2754486|2754486|"POB ZAARTU"|"COLCHAGUA,337,Biobío"|""|"Biobío "|"Chile"|""|""|""|"COLCHAGUA"|"337"|""|"COLCHAGUA"|"337"
2742720|2742720|"CASILLA"|"ARTURO PARAT SAN JUAN DE LA SIERRA,SN,Li"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"ARTURO PARAT SAN JUAN DE LA SIERRA"|"SN"|""|"ARTURO PARAT SAN JUAN DE LA SIERRA"|"SN"
2742723|2742723|"ENVIAR BOLETA A CORREO ESTACION VILLA AL"|"CORREO ESTACION VILLA ALEGRE,SN,Maule"|""|"Maule "|"Chile"|""|""|""|"CORREO ESTACION VILLA ALEGRE"|"SN"|""|"CORREO ESTACION VILLA ALEGRE"|"SN"
2742726|2742726|"CASILLA"|"NO DISPONIBLE,0,Lib. Gral. Bernardo O'Hi"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"NO DISPONIBLE"|"0"|""|"NO DISPONIBLE"|"0"
2742729|2742729|"VICENTE PEREZ ROSALES NO"|"AV REAL AUDIENCIA,880,Biobío"|""|"Biobío "|"Chile"|""|""|""|"AV REAL AUDIENCIA"|"880"|""|"AV REAL AUDIENCIA"|"880"
2742732|2742732|"086672692 SMARTCOM"|"PEDRO FONTOVA 5687,0,Metropolitana de Sa"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PEDRO FONTOVA 5687"|"0"|""|"PEDRO FONTOVA 5687"|"0"
2742735|2742735|"NOXXXXXXXXXXX"|"CAUPOLICAN,1271,Atacama"|""|"Atacama "|"Chile"|""|""|""|"CAUPOLICAN"|"1271"|""|"CAUPOLICAN"|"1271"
2742738|2742738|"NOXXX"|"OBISPO LAVE,1142,Tarapacá"|""|"Tarapacá "|"Chile"|""|""|""|"OBISPO LAVE"|"1142"|""|"OBISPO LAVE"|"1142"
2742741|2742741|"DPTO 402"|"CHACABUCO,1496,Biobío"|""|"Biobío "|"Chile"|""|""|""|"CHACABUCO"|"1496"|""|"CHACABUCO"|"1496"
2742744|2742744|"CASILLA"|"PASAJE JUAN CHOAGODA,0298,Metropolitana "|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE JUAN CHOAGODA"|"0298"|""|"PASAJE JUAN CHOAGODA"|"0298"
2742747|2742747|"CASILLA"|"VILLA SAN FCO BLOCK 13 DPTO 21,0,Lib. Gr"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"VILLA SAN FCO BLOCK 13 DPTO 21"|"0"|""|"VILLA SAN FCO BLOCK 13 DPTO 21"|"0"
2742750|2742750|"NO XXXX"|"CARLOS ACHARAN ARCE PASAJE 12 SN,0,Los L"|""|"Los Lagos "|"Chile"|""|""|""|"CARLOS ACHARAN ARCE PASAJE 12 SN"|"0"|""|"CARLOS ACHARAN ARCE PASAJE 12 SN"|"0"
2742753|2742753|"POB TEXTIL VIANO SIN NUM"|"LAS MARGARITAS,1885,Valparaíso"|""|"Valparaíso "|"Chile"|""|""|""|"LAS MARGARITAS"|"1885"|""|"LAS MARGARITAS"|"1885"
2742756|2742756|""|"AVENIDA EDMUNDO PEREZ ZUJOVIC, 5490, ANTOFAGASTA, Antofagasta"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"AVENIDA EDMUNDO PEREZ ZUJOVIC"|"5490"|""|"AVENIDA EDMUNDO PEREZ ZUJOVIC"|"5490"
2742759|2742759|"VICENTE PEREZ ROSALES NO"|"PASAJE SEIS ORIENTE, 1281, CHILLAN, Ñuble"|""|"Biobío "|"Chile"|""|""|""|"PASAJE SEIS ORIENTE"|"1281"|""|"PASAJE SEIS ORIENTE"|"1281"
2742762|2742762|"086672692 SMARTCOM"|"PEDRO FONTOVA 5687,0,Metropolitana de Sa"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PEDRO FONTOVA 5687"|"0"|""|"PEDRO FONTOVA 5687"|"0"
2742765|2742765|"NOXXXXXXXXXXX"|"CAUPOLICAN,1271,Atacama"|""|"Atacama "|"Chile"|""|""|""|"CAUPOLICAN"|"1271"|""|"CAUPOLICAN"|"1271"
2742768|2742768|"NOXXX"|"OBISPO LAVE,1142,Tarapacá"|""|"Tarapacá "|"Chile"|""|""|""|"OBISPO LAVE"|"1142"|""|"OBISPO LAVE"|"1142"
2742771|2742771|"DPTO 402"|"CHACABUCO,1496,Biobío"|""|"Biobío "|"Chile"|""|""|""|"CHACABUCO"|"1496"|""|"CHACABUCO"|"1496"
2742774|2742774|"CASILLA"|"PASAJE JUAN CHOAGODA,0298,Metropolitana "|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE JUAN CHOAGODA"|"0298"|""|"PASAJE JUAN CHOAGODA"|"0298"
2742777|2742777|"CASILLA"|"VILLA SAN FCO BLOCK 13 DPTO 21,0,Lib. Gr"|""|"Lib. Gral. Bernardo O'Higgins "|"Chile"|""|""|""|"VILLA SAN FCO BLOCK 13 DPTO 21"|"0"|""|"VILLA SAN FCO BLOCK 13 DPTO 21"|"0"
2742780|2742780|"CASILLA"|"GUILLERMO MURILLO,sn,Valparaíso"|""|"Valparaíso "|"Chile"|""|""|""|"GUILLERMO MURILLO"|"sn"|""|"GUILLERMO MURILLO"|"sn"
2742783|2742783|"CASILLA"|"PANAMERICANA SUR 21 ORIENTE 10 SUR A,272"|""|"Maule "|"Chile"|""|""|""|"PANAMERICANA SUR 21 ORIENTE 10 SUR A"|"2725"|""|"PANAMERICANA SUR 21 ORIENTE 10 SUR A"|"2725"
2742786|2742786|"VILLA LAS BRISAS"|"ESTRAUSS,1273,Metropolitana de Santiago"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"ESTRAUSS"|"1273"|""|"ESTRAUSS"|"1273"
2742789|2742789|"VILLA ARTURO PRATT"|"ESCUADRA NACIONAL,061,Metropolitana de S"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"ESCUADRA NACIONAL"|"061"|""|"ESCUADRA NACIONAL"|"061"
2742792|2742792|"PASAJE 2"|"PASAJE ACEBIO,7442,Metropolitana de Sant"|""|"Metropolitana de Santiago "|"Chile"|""|""|""|"PASAJE ACEBIO"|"7442"|""|"PASAJE ACEBIO"|"7442"
2742795|2742795|"CASILLA"|"VOLCAN PARINOCOTA,0472,La Araucanía"|""|"La Araucanía "|"Chile"|""|""|""|"VOLCAN PARINOCOTA"|"0472"|""|"VOLCAN PARINOCOTA"|"0472"
2744037|2744037|"CASILLA"|"SOTO,169,Biobío"|""|"Biobío "|"Chile"|""|""|""|"SOTO"|"169"|""|"SOTO"|"169"
